,ID,FECHA,TIENDA,TOTAL,EFECTIVO,TARJETAS
87,361,2019-10-14,Tienda01,1401.7333333333333,303.25,1098.4833333333333
88,362,2019-10-14,Tienda02,1245.7833333333333,268.93333333333334,976.85
89,363,2019-10-15,Tienda03,541.9366666666666,144.02,397.9166666666667
90,364,2019-10-15,Tienda01,840.0833333333334,127.2,712.8833333333333
91,365,2019-10-15,Tienda02,1419.5,273.6666666666667,1145.8333333333333
92,366,2019-10-16,Tienda03,814.7533333333334,38.0,776.7533333333334
93,367,2019-10-16,Tienda01,1263.3500000000001,355.51666666666665,907.8333333333334
94,368,2019-10-16,Tienda02,1398.5166666666667,143.0,1255.5166666666667
95,369,2019-10-17,Tienda03,867.9,216.63333333333333,651.2666666666667
96,370,2019-10-17,Tienda01,1075.0366666666666,127.7,947.3366666666667
97,371,2019-10-17,Tienda02,1117.5,203.98333333333335,913.5166666666668
98,372,2019-10-19,Tienda03,1087.4666666666667,247.95000000000002,839.5166666666668
99,373,2019-10-19,Tienda01,2327.6666666666665,145.6,2182.0666666666666
100,374,2019-10-19,Tienda02,2428.5833333333335,338.93333333333334,2089.65
101,375,2019-10-18,Tienda03,391.8,2.0,389.8
102,376,2019-10-18,Tienda01,1098.1000000000001,285.28333333333336,812.8166666666666
103,377,2019-10-18,Tienda02,2046.6866666666667,354.5833333333333,1692.1033333333335
104,378,2019-10-21,Tienda03,920.1,85.76666666666667,834.3333333333334
105,379,2019-10-21,Tienda01,1384.2466666666667,257.9166666666667,1126.33
106,380,2019-10-21,Tienda02,1201.3500000000001,287.26666666666665,914.0833333333334
107,381,2019-10-22,Tienda03,1018.65,242.9333333333333,775.7166666666667
108,382,2019-10-22,Tienda01,932.3166666666666,255.71666666666667,676.6
109,383,2019-10-22,Tienda02,1142.3500000000001,211.28333333333333,931.0666666666666
110,384,2019-10-23,Tienda03,751.1666666666666,124.95,626.2166666666667
111,385,2019-10-23,Tienda01,1163.3999999999999,186.54999999999998,976.85
112,386,2019-10-23,Tienda02,1049.6166666666666,204.65,844.9666666666667
113,387,2019-10-24,Tienda03,749.2833333333333,155.33333333333334,593.9499999999999
114,388,2019-10-24,Tienda01,1242.0166666666667,225.28333333333333,1016.7333333333332
115,389,2019-10-24,Tienda02,1216.3266666666666,366.4266666666667,849.9
116,390,2019-10-25,Tienda03,981.8833333333333,73.28333333333333,908.6
117,391,2019-10-25,Tienda01,1586.4666666666665,216.63333333333333,1369.8333333333333
118,392,2019-10-25,Tienda02,1481.3333333333333,172.0,1309.3333333333333
119,393,2019-10-26,Tienda03,865.7666666666668,236.65,629.1166666666667
120,394,2019-10-26,Tienda01,2283.7000000000003,236.33333333333334,2047.3666666666668
121,395,2019-10-26,Tienda02,2943.5333333333333,633.7833333333333,2309.75
122,396,2019-10-28,Tienda03,1000.8833333333333,291.6333333333333,709.25
123,397,2019-10-28,Tienda01,1159.4333333333334,229.63333333333333,929.8000000000001
124,398,2019-10-28,Tienda02,1187.3666666666666,370.26666666666665,817.1
125,399,2019-10-29,Tienda03,893.8166666666666,79.33333333333333,814.4833333333332
126,400,2019-10-29,Tienda01,1019.9333333333334,114.36666666666667,905.5666666666666
127,401,2019-10-29,Tienda02,1162.0833333333333,362.25,799.8333333333334
128,402,2019-10-30,Tienda03,766.1,219.91666666666666,546.1833333333333
129,403,2019-10-30,Tienda01,973.9833333333332,248.48333333333335,725.5
130,404,2019-10-30,Tienda02,1134.6666666666667,312.1333333333333,822.5333333333333
131,405,2019-11-02,Tienda03,1690.0666666666666,365.5333333333333,1324.5333333333333
132,406,2019-11-02,Tienda01,1993.6333333333332,423.25,1570.3833333333332
133,407,2019-11-02,Tienda02,2466.616666666667,467.56666666666666,1999.05
134,408,2019-10-31,Tienda03,671.9833333333333,177.33333333333334,494.65000000000003
135,409,2019-10-31,Tienda01,960.5666666666666,266.96666666666664,693.6
136,410,2019-10-31,Tienda02,1553.0,359.9166666666667,1193.0833333333333
137,411,2019-11-01,Tienda03,626.1666666666666,107.31666666666666,518.85
138,412,2019-11-01,Tienda01,1090.1833333333334,151.96666666666667,938.2166666666667
139,413,2019-11-01,Tienda02,1514.5333333333335,377.6166666666666,1136.9166666666667
140,414,2019-11-04,Tienda03,606.2333333333333,98.31666666666666,507.9166666666667
141,415,2019-11-04,Tienda01,713.9333333333334,106.95,606.9833333333333
142,416,2019-11-04,Tienda02,1570.0666666666666,232.79999999999998,1337.2666666666667
143,417,2019-11-05,Tienda03,698.35,158.98333333333332,539.3666666666667
144,418,2019-11-05,Tienda01,1026.4833333333333,163.28,863.2033333333334
145,419,2019-11-05,Tienda02,637.2833333333333,100.73333333333333,536.5500000000001
146,420,2019-11-06,Tienda03,940.0666666666666,121.23333333333333,818.8333333333334
147,421,2019-11-06,Tienda01,869.0500000000001,223.48333333333335,645.5666666666667
148,422,2019-11-06,Tienda02,744.8866666666667,248.90333333333334,495.98333333333335
149,425,2019-11-07,Tienda03,376.3333333333333,138.66666666666666,237.66666666666666
150,426,2019-11-07,Tienda01,871.8766666666667,114.94333333333333,756.9333333333334
151,427,2019-11-07,Tienda02,753.0333333333333,234.83333333333334,518.1999999999999
152,428,2019-11-08,Tienda03,1188.2,221.96666666666667,966.2333333333332
153,429,2019-11-08,Tienda01,867.6,136.93333333333334,730.6666666666666
154,430,2019-11-08,Tienda02,923.15,224.96666666666667,698.1833333333334
155,431,2019-11-09,Tienda03,1840.3666666666668,188.96666666666667,1651.3999999999999
156,432,2019-11-09,Tienda01,2529.19,499.2733333333333,2029.9166666666667
157,433,2019-11-09,Tienda02,2544.3033333333333,494.5833333333333,2049.72
158,434,2019-11-11,Tienda03,587.5666666666667,1.0,586.5666666666667
159,435,2019-11-11,Tienda01,905.7733333333334,116.90666666666668,877.8666666666667
160,436,2019-11-11,Tienda02,878.8833333333333,66.31666666666666,812.5666666666666
161,437,2019-11-12,Tienda03,505.1666666666667,70.0,435.1666666666667
162,438,2019-11-12,Tienda01,509.0833333333333,152.51666666666668,356.56666666666666
163,439,2019-11-12,Tienda02,867.5,210.29999999999998,657.1999999999999
164,440,2019-11-13,Tienda03,940.15,116.98333333333333,823.1666666666666
165,441,2019-11-13,Tienda01,822.1666666666666,105.26666666666667,716.9
166,442,2019-11-13,Tienda02,1326.2666666666667,162.33333333333334,1163.9333333333334
167,443,2019-11-14,Tienda03,742.1999999999999,90.36666666666667,651.8333333333334
168,444,2019-11-14,Tienda01,1059.55,91.66666666666667,967.8833333333333
169,445,2019-11-14,Tienda02,902.5333333333333,99.63333333333333,802.9
170,446,2019-11-16,Tienda03,1761.5566666666666,257.8833333333333,1503.6733333333334
171,447,2019-11-16,Tienda01,2226.25,583.2666666666667,1642.9833333333333
172,448,2019-11-16,Tienda02,1524.5666666666666,441.18333333333334,1083.3833333333334
173,449,2019-11-15,Tienda03,1018.7166666666667,184.1,834.6166666666667
174,450,2019-11-15,Tienda01,1372.4066666666668,225.29,1147.1166666666666
175,451,2019-11-15,Tienda02,1356.8666666666666,115.63333333333333,1241.2333333333333
176,452,2019-11-18,Tienda03,366.90000000000003,0.0,366.90000000000003
177,453,2019-11-18,Tienda01,700.86,113.66000000000001,587.1999999999999
178,454,2019-11-18,Tienda02,1115.6033333333332,157.65,957.9533333333334
179,458,2019-11-19,Tienda03,612.15,152.6,459.55
180,459,2019-11-19,Tienda01,948.1700000000001,82.98333333333333,865.1866666666666
181,460,2019-11-19,Tienda02,460.23333333333335,138.61666666666667,321.6166666666667
182,461,2019-11-20,Tienda03,221.95000000000002,73.31666666666666,148.63333333333333
183,462,2019-11-20,Tienda01,463.1333333333334,80.55,382.5833333333333
184,463,2019-11-20,Tienda02,817.85,136.28333333333333,681.5666666666667
185,464,2019-11-21,Tienda03,440.30333333333334,56.86666666666667,383.43666666666667
186,465,2019-11-21,Tienda01,763.0,104.31666666666666,658.6833333333333
187,466,2019-11-21,Tienda02,849.5500000000001,173.95000000000002,675.6
188,467,2019-11-22,Tienda03,874.7666666666668,71.3,803.4666666666667
189,468,2019-11-22,Tienda01,1360.3999999999999,161.0,1199.3999999999999
190,469,2019-11-22,Tienda02,931.1666666666666,232.9333333333333,698.2333333333332
191,470,2019-11-23,Tienda03,1226.45,264.28333333333336,962.1666666666666
192,471,2019-11-23,Tienda01,1832.7,476.8833333333334,1355.8166666666666
193,472,2019-11-23,Tienda02,2000.8166666666666,429.95,1570.8666666666668
194,473,2019-11-25,Tienda03,588.25,54.98333333333333,533.2666666666667
195,474,2019-11-25,Tienda01,569.9333333333333,142.01666666666668,427.9166666666667
196,475,2019-11-25,Tienda02,1116.45,215.41666666666666,901.0333333333333
197,476,2019-11-26,Tienda03,401.26666666666665,45.333333333333336,355.93333333333334
198,477,2019-11-26,Tienda01,449.93333333333334,65.33333333333333,384.59999999999997
199,478,2019-11-26,Tienda02,748.65,105.66666666666667,642.9833333333333
200,479,2019-11-27,Tienda03,479.8666666666666,122.64999999999999,357.2166666666667
201,480,2019-11-27,Tienda01,810.7333333333332,194.29999999999998,616.4333333333333
202,481,2019-11-27,Tienda02,1338.5,470.25,868.25
203,482,2019-11-28,Tienda03,378.2833333333333,49.1,329.18333333333334
204,483,2019-11-28,Tienda01,1118.4366666666667,210.15,908.2866666666667
205,484,2019-11-28,Tienda02,896.8833333333333,158.29999999999998,738.5833333333334
206,485,2019-11-30,Tienda03,1855.42,270.42333333333335,1584.9966666666667
207,486,2019-11-30,Tienda01,1925.2700000000002,300.5933333333333,1624.6766666666665
208,487,2019-11-30,Tienda02,2512.133333333333,353.72333333333336,2158.41
209,488,2019-11-29,Tienda03,1979.8166666666666,367.74333333333334,1612.0733333333335
210,489,2019-11-29,Tienda01,2374.28,539.0666666666667,1835.2133333333334
211,490,2019-11-29,Tienda02,3022.6733333333336,912.8933333333333,2109.78
212,491,2019-12-01,Tienda03,680.64,7.116666666666667,673.5233333333333
213,492,2019-12-01,Tienda01,671.7366666666667,222.63666666666666,449.09999999999997
214,493,2019-12-01,Tienda02,1292.42,268.3433333333333,1024.0766666666666
215,494,2019-12-02,Tienda03,446.59999999999997,90.28333333333335,356.31666666666666
216,495,2019-12-02,Tienda01,227.98333333333335,52.98333333333333,175.0
217,496,2019-12-02,Tienda02,349.95,111.64999999999999,238.29999999999998
218,497,2019-12-03,Tienda03,233.25,117.91666666666667,115.33333333333333
219,498,2019-12-03,Tienda01,502.8833333333334,39.666666666666664,463.2166666666667
220,499,2019-12-03,Tienda02,496.93333333333334,131.63333333333333,365.3
221,500,2019-12-04,Tienda03,494.6666666666667,53.0,441.6666666666667
222,501,2019-12-04,Tienda01,481.8866666666667,153.97,327.9166666666667
223,502,2019-12-04,Tienda02,542.0833333333334,75.81666666666666,466.26666666666665
224,503,2019-12-09,Tienda03,647.2166666666667,138.65,508.56666666666666
225,504,2019-12-09,Tienda01,546.9499999999999,27.75,519.1999999999999
226,505,2019-12-09,Tienda02,966.5533333333333,217.97,748.5833333333334
227,506,2019-12-09,Tienda04,360.63000000000005,36.31333333333333,324.31666666666666
228,507,2019-12-07,Tienda03,1217.8333333333333,204.63333333333333,1013.1999999999999
229,508,2019-12-07,Tienda01,1781.17,358.15000000000003,1423.0200000000002
230,509,2019-12-07,Tienda02,1590.0333333333335,358.31666666666666,1231.7166666666667
231,510,2019-12-07,Tienda04,409.2166666666667,149.29999999999998,259.9166666666667
232,511,2019-12-08,Tienda03,555.4666666666667,66.61666666666666,488.84999999999997
233,512,2019-12-08,Tienda01,1283.4066666666665,188.95000000000002,1094.4566666666667
234,513,2019-12-08,Tienda02,1088.1666666666667,219.61666666666667,868.5500000000001
235,514,2019-12-08,Tienda04,468.23333333333335,49.31666666666666,418.9166666666667
236,515,2019-12-05,Tienda03,619.8166666666667,94.63333333333333,525.1833333333333
237,516,2019-12-05,Tienda01,502.15000000000003,30.95,471.2
238,517,2019-12-05,Tienda02,929.8366666666667,200.04999999999998,729.7866666666667
239,519,2019-12-10,Tienda03,294.96666666666664,29.683333333333334,265.28333333333336
240,520,2019-12-10,Tienda01,514.5766666666667,175.0666666666667,339.51
241,521,2019-12-10,Tienda02,495.23333333333335,119.60000000000001,375.6333333333334
242,522,2019-12-10,Tienda04,265.6666666666667,0.0,265.6666666666667
243,523,2019-12-11,Tienda03,515.9,135.33333333333334,380.56666666666666
244,524,2019-12-11,Tienda01,499.45666666666665,64.66666666666667,434.78999999999996
245,525,2019-12-11,Tienda02,730.9200000000001,27.833333333333332,703.0866666666667
246,526,2019-12-11,Tienda04,177.66666666666666,1.0,176.66666666666666
247,527,2019-12-12,Tienda03,717.8000000000001,269.59999999999997,448.2
248,528,2019-12-12,Tienda01,503.5466666666667,59.26333333333333,444.2833333333333
249,529,2019-12-12,Tienda02,881.4666666666667,177.26666666666665,704.1999999999999
250,530,2019-12-12,Tienda04,87.33333333333333,26.333333333333332,61.0
251,531,2019-12-14,Tienda03,791.9333333333334,200.6,591.3333333333334
252,532,2019-12-14,Tienda01,919.6533333333333,283.02,636.6333333333333
253,533,2019-12-14,Tienda02,1521.4333333333334,443.23333333333335,1078.2
254,534,2019-12-14,Tienda04,444.56666666666666,93.64999999999999,350.9166666666667
255,535,2019-12-13,Tienda03,802.36,267.82666666666665,534.5333333333333
256,536,2019-12-13,Tienda01,538.5666666666667,0.0,538.5666666666667
257,537,2019-12-13,Tienda02,667.9333333333333,38.65,629.2833333333333
258,538,2019-12-13,Tienda04,310.93333333333334,49.333333333333336,261.59999999999997
259,539,2019-12-16,Tienda03,376.8833333333334,127.63333333333333,249.25
260,540,2019-12-16,Tienda01,612.15,64.33333333333333,547.8166666666667
261,541,2019-12-16,Tienda02,386.96333333333337,51.346666666666664,335.6166666666667
262,542,2019-12-16,Tienda04,132.33333333333334,16.666666666666668,115.66666666666667
263,543,2019-12-17,Tienda03,618.8833333333333,80.26,538.6233333333333
264,544,2019-12-17,Tienda01,616.8166666666667,102.64999999999999,514.1666666666666
265,545,2019-12-17,Tienda02,728.9833333333332,256.6666666666667,472.31666666666666
266,546,2019-12-17,Tienda04,724.3166666666666,262.3333333333333,461.98333333333335
267,547,2019-12-18,Tienda03,391.2833333333333,59.333333333333336,331.95
268,548,2019-12-18,Tienda01,508.09999999999997,131.15,376.95
269,549,2019-12-18,Tienda02,675.4,143.45000000000002,531.9499999999999
270,550,2019-12-18,Tienda04,362.61999999999995,19.669999999999998,342.95
271,551,2019-12-19,Tienda03,623.6166666666667,141.66666666666666,481.95
272,552,2019-12-19,Tienda01,477.6333333333334,118.0,359.6333333333334
273,553,2019-12-19,Tienda02,504.2,59.333333333333336,444.8666666666666
274,554,2019-12-19,Tienda04,253.98333333333335,90.0,163.98333333333332
275,555,2019-12-21,Tienda03,766.9333333333334,49.666666666666664,717.2666666666668
276,556,2019-12-21,Tienda01,1230.8666666666666,189.3166666666667,1041.55
277,557,2019-12-21,Tienda02,1139.8166666666666,262.31666666666666,877.5
278,558,2019-12-21,Tienda04,216.29999999999998,26.333333333333332,189.96666666666667
279,559,2019-12-22,Tienda03,403.6166666666666,143.33333333333334,260.28333333333336
280,560,2019-12-22,Tienda01,774.5166666666668,108.26666666666667,666.25
281,561,2019-12-22,Tienda02,495.91,95.96,399.95
282,562,2019-12-22,Tienda04,276.25,117.28333333333335,158.96666666666667
283,563,2019-12-20,Tienda03,480.76666666666665,28.8,451.9666666666667
284,564,2019-12-20,Tienda01,857.9733333333334,68.67333333333333,789.3000000000001
285,565,2019-12-20,Tienda02,479.6166666666666,31.633333333333336,447.98333333333335
286,566,2019-12-20,Tienda04,188.46666666666667,56.800000000000004,131.66666666666666
287,567,2019-12-23,Tienda03,857.02,133.96666666666667,723.0533333333333
288,568,2019-12-23,Tienda01,1042.75,260.25,782.5
289,569,2019-12-23,Tienda02,1376.0833333333333,293.96666666666664,1082.1166666666666
290,570,2019-12-23,Tienda04,480.93333333333334,172.63333333333333,308.3
291,571,2019-12-24,Tienda03,478.0833333333333,112.31666666666666,365.76666666666665
292,572,2019-12-24,Tienda01,783.3166666666666,13.066666666666668,770.25
293,573,2019-12-24,Tienda02,578.2866666666666,43.36666666666667,534.92
294,574,2019-12-24,Tienda04,277.75,64.0,213.75
295,575,2019-12-26,Tienda03,1095.1499999999999,261.59999999999997,833.5500000000001
296,576,2019-12-26,Tienda01,1398.89,197.0666666666667,1201.8233333333333
297,577,2019-12-26,Tienda02,1089.25,256.93333333333334,832.3166666666666
298,578,2019-12-26,Tienda04,549.2866666666666,115.33666666666666,433.95
299,579,2019-12-29,Tienda03,881.4499999999999,119.3,762.15
300,580,2019-12-29,Tienda01,760.5833333333334,140.68333333333334,619.9
301,581,2019-12-29,Tienda02,853.1999999999999,237.29999999999998,615.9
302,582,2019-12-29,Tienda04,492.67,104.06666666666666,388.6033333333333
303,583,2019-12-28,Tienda03,1092.9333333333334,168.33333333333334,924.6
304,584,2019-12-28,Tienda01,1503.5333333333335,365.3833333333334,1138.1499999999999
305,585,2019-12-28,Tienda02,1429.55,453.65000000000003,975.9
306,586,2019-12-28,Tienda04,451.9166666666667,61.56666666666666,390.34999999999997
307,587,2019-12-27,Tienda03,819.9,57.31666666666666,762.5833333333334
308,588,2019-12-27,Tienda01,1190.8166666666666,136.86666666666667,1053.95
309,589,2019-12-27,Tienda02,1755.6499999999999,315.21666666666664,1440.4333333333334
310,590,2019-12-27,Tienda04,738.35,251.38333333333333,486.9666666666667
311,591,2019-12-30,Tienda03,1416.7833333333335,270.5833333333333,1146.2
312,592,2019-12-30,Tienda01,1196.1499999999999,267.93333333333334,928.2166666666667
313,593,2019-12-30,Tienda02,1429.55,226.9,1466.6833333333334
314,594,2019-12-30,Tienda04,640.2666666666667,148.65,491.6166666666666
315,595,2019-12-31,Tienda03,943.1999999999999,231.65,711.5500000000001
316,596,2019-12-31,Tienda01,863.1833333333334,164.98333333333332,698.1999999999999
317,597,2019-12-31,Tienda02,715.2166666666667,240.91666666666666,474.3
318,598,2019-12-31,Tienda04,125.63333333333333,20.3,105.33333333333333
319,599,2020-01-02,Tienda03,1614.7833333333335,454.93333333333334,1159.8500000000001
320,600,2020-01-02,Tienda01,1588.95,376.98333333333335,1211.9666666666667
321,601,2020-01-02,Tienda02,1353.3500000000001,311.26666666666665,1095.25
322,602,2020-01-02,Tienda04,540.9499999999999,150.0,390.95
323,603,2020-01-05,Tienda03,380.6333333333334,50.35,330.28333333333336
324,604,2020-01-05,Tienda01,543.5666666666667,26.333333333333332,517.2333333333333
325,605,2020-01-05,Tienda02,371.48333333333335,201.28333333333333,170.20000000000002
326,606,2020-01-05,Tienda04,169.78666666666666,0.0,169.78666666666666
327,607,2020-01-03,Tienda03,1250.5333333333333,223.33333333333334,1027.2
328,608,2020-01-03,Tienda01,1164.1166666666666,277.0,887.1166666666667
329,609,2020-01-03,Tienda02,1519.4666666666665,244.75,1274.7166666666667
330,610,2020-01-03,Tienda04,484.59999999999997,213.65,270.95
331,611,2020-01-04,Tienda03,1223.4833333333333,251.28333333333333,972.1999999999999
332,612,2020-01-04,Tienda01,1139.25,325.34999999999997,813.9
333,613,2020-01-04,Tienda02,1487.2333333333333,468.6666666666667,888.5666666666666
334,614,2020-01-04,Tienda04,545.6166666666667,209.28333333333333,336.3333333333333
335,615,2020-01-07,Tienda03,1158.05,330.71666666666664,827.3333333333334
336,616,2020-01-07,Tienda01,1586.6966666666667,363.03,1223.6666666666667
337,617,2020-01-07,Tienda02,1538.6499999999999,327.31666666666666,1211.3333333333333
338,618,2020-01-07,Tienda04,425.0,56.0,369.0
339,619,2020-01-08,Tienda03,731.0166666666668,82.31666666666666,648.6999999999999
340,620,2020-01-08,Tienda01,886.2166666666667,429.5833333333333,456.6333333333334
341,621,2020-01-08,Tienda02,533.8333333333334,235.83333333333334,298.0
342,622,2020-01-08,Tienda04,254.33333333333334,16.666666666666668,237.66666666666666
343,623,2020-01-09,Tienda03,924.6166666666667,86.95,837.6666666666666
344,624,2020-01-09,Tienda01,661.0,239.3166666666667,421.68333333333334
345,625,2020-01-09,Tienda02,1098.9833333333333,173.65,925.3333333333334
346,626,2020-01-09,Tienda04,215.69000000000003,47.333333333333336,168.35666666666665
347,627,2020-01-11,Tienda03,967.4499999999999,127.78333333333335,839.6666666666666
348,628,2020-01-11,Tienda01,1377.7333333333333,146.06666666666666,1231.6666666666667
349,629,2020-01-11,Tienda02,2001.9833333333333,564.9833333333333,1437.0
350,630,2020-01-11,Tienda04,433.3333333333333,112.0,321.3333333333333
351,631,2020-01-10,Tienda03,999.2333333333332,343.90000000000003,655.3333333333334
352,632,2020-01-10,Tienda01,797.5333333333333,237.53333333333333,560.0
353,633,2020-01-10,Tienda02,1063.0166666666667,222.0,841.0166666666668
354,634,2020-01-10,Tienda04,261.6666666666667,31.333333333333332,230.33333333333334
355,639,2020-01-13,Tienda03,510.5333333333333,156.53333333333333,354.0
356,640,2020-01-13,Tienda01,506.41,238.15,268.26
357,641,2020-01-13,Tienda02,609.6666666666666,277.6666666666667,332.0
358,642,2020-01-13,Tienda04,134.0,57.333333333333336,76.66666666666667
